1925,2386,1983,2
1925,2389,1983,2
1923,2393,1985,2
1918,2386,1980,2
1922,2393,1978,2
1918,2383,1987,2
1927,2385,1984,2
1927,2384,1986,2
1922,2391,1985,2
1919,2389,1986,2
1935,2379,1987,2
1931,2382,1987,2
1924,2387,1982,2
1923,2390,1986,2
1929,2383,1983,2
1928,2383,1987,2
1927,2389,1983,2
1921,2386,1992,2
1921,2390,1989,2
1924,2380,1989,2
1921,2387,1990,2
1924,2384,1988,2
1925,2387,1981,2
1926,2386,1985,2
1925,2387,1987,2
1922,2386,1979,2
1925,2383,1986,2
1926,2388,1982,2
1926,2384,1983,2
1929,2383,1989,2
1923,2390,1989,2
1921,2389,1980,2
1918,2393,1987,2
1925,2386,1983,2
1924,2387,1981,2
1923,2385,1984,2
1924,2385,1987,2
1922,2390,1987,2
1924,2384,1992,2
1926,2393,1983,2
1923,2392,1976,2
1926,2391,1978,2
1922,2389,1987,2
1920,2386,1975,2
1925,2385,1980,2
1926,2385,1979,2
1922,2384,1985,2
1923,2382,1983,2
1928,2383,1984,2
1927,2384,1983,2
1922,2385,1977,2
1924,2389,1983,2
1928,2388,1983,2
1921,2387,1983,2
1918,2385,1978,2
1925,2383,1980,2
1922,2387,1979,2
1923,2387,1979,2
1920,2386,1975,2
1929,2388,1983,2
1920,2378,1980,2
1930,2387,1979,2
1923,2389,1981,2
1927,2391,1973,2
1922,2379,1975,2
1923,2385,1979,2
1925,2383,1978,2
1924,2383,1975,2
1929,2388,1984,2
1928,2391,1979,2
1923,2388,1977,2
1925,2389,1980,2
1926,2383,1979,2
1925,2383,1983,2
1924,2385,1983,2
1924,2382,1979,2
1925,2387,1975,2
1924,2386,1982,2
1921,2389,1978,2
1925,2390,1982,2
1926,2388,1981,2
1920,2387,1980,2
1926,2387,1982,2
1926,2390,1979,2
1923,2386,1984,2
1922,2389,1979,2
1926,2385,1987,2
1922,2382,1975,2
1922,2384,1979,2
1920,2384,1980,2
1921,2384,1981,2
1918,2389,1979,2
1920,2387,1980,2
1925,2391,1981,2
1924,2388,1982,2
1925,2386,1981,2
1924,2386,1982,2
1927,2389,1978,2
1924,2388,1979,2
1925,2385,1982,2
1922,2384,1987,2
1924,2389,1980,2
1919,2386,1979,2
1918,2386,1988,2
1919,2382,1978,2
1922,2385,1981,2
1917,2386,1986,2
1925,2389,1987,2
1925,2386,1983,2
1920,2384,1981,2
1918,2392,1982,2
1922,2383,1987,2
1921,2389,1985,2
1926,2386,1985,2
1924,2388,1983,2
1920,2388,1987,2
1924,2394,1987,2
1921,2391,1981,2
1925,2386,1981,2
1928,2384,1983,2
1924,2389,1978,2
1925,2382,1980,2
1921,2389,1987,2
1920,2386,1980,2
1922,2388,1981,2
1924,2384,1987,2
1926,2383,1981,2
1922,2383,1986,2
1925,2384,1983,2
1920,2383,1983,2
1921,2391,1990,2
1925,2381,1986,2
1927,2387,1987,2
1916,2381,1983,2
1920,2389,1985,2
1926,2385,1982,2
1922,2385,1984,2
1922,2385,1984,2
1923,2385,1981,2
1923,2383,1981,2
1923,2389,1979,2
1926,2387,1981,2
1924,2384,1982,2
1927,2383,1991,2
1923,2387,1973,2
1926,2388,1979,2
1927,2386,1986,2
1926,2381,1984,2
1925,2387,1984,2
1925,2387,1985,2
1924,2386,1982,2
1924,2387,1988,2
1927,2387,1987,2
1922,2381,1983,2
1922,2388,1980,2
1926,2381,1980,2
1922,2387,1981,2
1923,2393,1988,2
1922,2390,1980,2
1926,2387,1990,2
1925,2389,1983,2
1924,2384,1980,2
1925,2388,1986,2
1922,2386,1985,2
1922,2381,1991,2
1926,2387,1987,2
1921,2382,1982,2
1919,2388,1983,2
1921,2393,1981,2
1922,2390,1987,2
1925,2387,1979,2
1927,2391,1984,2
1923,2386,1987,2
1930,2385,1989,2
1921,2387,1983,2
1925,2382,1982,2
1927,2388,1987,2
1921,2387,1983,2
1916,2390,1988,2
1916,2385,1986,2
1918,2384,1982,2
1919,2384,1984,2
1923,2382,1983,2
1925,2382,1982,2
1926,2383,1983,2
1925,2385,1985,2
1923,2387,1984,2
1927,2383,1981,2
1920,2384,1982,2
1919,2386,1988,2
1920,2387,1990,2
1921,2382,1986,2
1924,2385,1987,2
1923,2384,1988,2
1925,2388,1982,2
1927,2381,1983,2
1928,2388,1983,2
1921,2390,1984,2
1920,2387,1981,2
1922,2385,1983,2
