1895,2390,2024,0
1889,2389,2022,0
1886,2383,2027,0
1888,2382,2028,0
1889,2385,2027,0
1892,2386,2023,0
1893,2381,2020,0
1897,2388,2030,0
1893,2384,2027,0
1894,2387,2030,0
1892,2386,2023,0
1901,2380,2028,0
1896,2387,2025,0
1899,2388,2028,0
1894,2382,2027,0
1889,2385,2026,0
1895,2385,2027,0
1897,2385,2024,0
1895,2384,2031,0
1895,2392,2025,0
1895,2382,2028,0
1896,2387,2021,0
1901,2383,2031,0
1901,2387,2023,0
1895,2391,2028,0
1896,2387,2020,0
1895,2382,2030,0
1898,2386,2026,0
1894,2383,2023,0
1895,2385,2029,0
1891,2387,2025,0
1897,2385,2029,0
1894,2383,2025,0
1894,2382,2025,0
1887,2385,2031,0
1894,2389,2025,0
1895,2385,2031,0
1896,2389,2028,0
1897,2387,2031,0
1891,2387,2024,0
1897,2383,2024,0
1898,2390,2031,0
1900,2383,2024,0
1893,2381,2025,0
1896,2384,2028,0
1895,2387,2026,0
1897,2385,2025,0
1893,2386,2026,0
1896,2386,2029,0
1892,2386,2020,0
1893,2384,2031,0
1896,2387,2025,0
1894,2383,2032,0
1888,2389,2024,0
1891,2387,2028,0
1894,2388,2021,0
1893,2385,2031,0
1898,2384,2029,0
1895,2386,2024,0
1895,2381,2031,0
1898,2382,2028,0
1899,2386,2026,0
1894,2388,2023,0
1897,2385,2023,0
1891,2382,2031,0
1895,2388,2021,0
1889,2382,2025,0
1898,2385,2021,0
1897,2389,2030,0
1891,2388,2024,0
1894,2390,2026,0
1898,2386,2025,0
1897,2381,2028,0
1899,2386,2024,0
1897,2382,2024,0
1901,2385,2030,0
1893,2385,2025,0
1899,2384,2026,0
1895,2390,2023,0
1888,2385,2029,0
1892,2385,2029,0
1895,2384,2021,0
1895,2385,2033,0
1898,2386,2024,0
1891,2383,2028,0
1904,2381,2023,0
1897,2385,2025,0
1896,2384,2031,0
1897,2385,2029,0
1896,2387,2022,0
1897,2383,2028,0
1892,2385,2022,0
1893,2384,2028,0
1899,2387,2031,0
1898,2383,2028,0
1892,2384,2033,0
1898,2385,2022,0
1895,2388,2025,0
1889,2387,2027,0
1895,2387,2024,0
1895,2386,2026,0
1896,2380,2023,0
1904,2383,2024,0
1899,2385,2026,0
1891,2386,2029,0
1898,2386,2026,0
1900,2385,2027,0
1894,2382,2028,0
1893,2384,2029,0
1897,2388,2027,0
1893,2383,2025,0
1894,2383,2028,0
1893,2387,2028,0
1893,2384,2031,0
1894,2382,2033,0
1893,2387,2030,0
1901,2384,2027,0
1899,2381,2027,0
1896,2386,2028,0
1896,2386,2029,0
1901,2385,2029,0
1903,2389,2021,0
1904,2387,2029,0
1891,2378,2030,0
1900,2384,2032,0
1896,2384,2033,0
1901,2386,2034,0
1898,2387,2027,0
1895,2386,2028,0
1897,2383,2029,0
1902,2385,2024,0
1892,2388,2033,0
1898,2385,2029,0
1897,2385,2026,0
1895,2387,2028,0
1899,2382,2028,0
1897,2383,2031,0
1896,2387,2026,0
1895,2389,2026,0
1897,2391,2027,0
1894,2384,2024,0
1896,2386,2026,0
1894,2385,2029,0
1896,2387,2029,0
1895,2381,2033,0
1894,2391,2031,0
1895,2388,2031,0
1898,2389,2027,0
1896,2385,2030,0
1893,2389,2026,0
1895,2386,2023,0
1895,2387,2025,0
1897,2381,2030,0
1896,2391,2034,0
1901,2387,2026,0
1894,2386,2023,0
1895,2387,2026,0
1895,2382,2025,0
1892,2381,2023,0
1897,2385,2028,0
1894,2387,2023,0
1899,2382,2027,0
1899,2386,2024,0
1895,2387,2028,0
1897,2385,2025,0
1897,2391,2033,0
1894,2388,2026,0
1897,2389,2023,0
1888,2385,2024,0
1890,2386,2023,0
1894,2385,2023,0
1895,2385,2025,0
1893,2381,2024,0
1892,2385,2024,0
1890,2386,2029,0
1891,2387,2017,0
1891,2382,2026,0
1893,2382,2024,0
1897,2388,2029,0
1899,2386,2028,0
1896,2385,2025,0
1891,2383,2026,0
1893,2382,2031,0
1892,2387,2026,0
1892,2390,2022,0
1896,2387,2031,0
1896,2386,2026,0
1893,2388,2030,0
1893,2383,2025,0
1895,2386,2025,0
1901,2385,2027,0
1897,2386,2027,0
1894,2391,2025,0
1895,2387,2024,0
1897,2388,2022,0
1894,2383,2026,0
1896,2390,2023,0
1894,2386,2025,0
1896,2385,2023,0
1895,2383,2026,0
